url,page_type,title,title_len,meta_description,desc_len,h1,h2_count,word_count,indexable,canonical,internal_links,images,images_no_alt,schema,content_status,thin
/games/spin-gold.html,game,Spin Gold — Slots App Details and Guide | New Yono Apps,55,"Spin Gold is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",148,Spin Gold — Slots App Details,5,256,no,https://games.newyono-apps.in/games/spin-gold.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/spin-lucky.html,game,Spin Lucky — Slots App Details and Guide | New Yono Apps,56,"Spin Lucky is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",149,Spin Lucky — Slots App Details,5,256,no,https://games.newyono-apps.in/games/spin-lucky.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/spin-winner.html,game,Spin Winner — Slots App Details and Guide | New Yono Apps,57,"Spin Winner is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",150,Spin Winner — Slots App Details,5,256,no,https://games.newyono-apps.in/games/spin-winner.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/svip-777.html,game,SVIP 777 — Slots App Details and Guide | New Yono Apps,54,"SVIP 777 is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same section.",155,SVIP 777 — Slots App Details,5,256,no,https://games.newyono-apps.in/games/svip-777.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/teen-patti-and-vip-club.html,category,Yono Teen Patti and VIP Club — 7 Apps Listed | New Yono Apps,60,"All 7 teen patti and vip club titles in the Yono app directory. Teen Patti and private club-room titles, the three-card betting format widely played.",149,Teen Patti &amp; VIP Club,4,256,yes,https://games.newyono-apps.in/games/teen-patti-and-vip-club.html,27,7,0,BreadcrumbList+CollectionPage,complete,yes
/games/teen-patti-master.html,game,Teen Patti Master — App Details and Guide | New Yono Apps,57,"Teen Patti Master is a teen patti and vip club app listed in the Yono directory. Check its category and platform details, and browse related teen patti.",152,Teen Patti Master — Teen Patti App Details,5,279,no,https://games.newyono-apps.in/games/teen-patti-master.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/top-rummy.html,game,Top Rummy — Rummy App Details and Guide | New Yono Apps,55,"Top Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",148,Top Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/top-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/win-rummy.html,game,Win Rummy — Rummy App Details and Guide | New Yono Apps,55,"Win Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",148,Win Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/win-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/winzo-rummy.html,game,Winzo Rummy — Rummy App Details and Guide | New Yono Apps,57,"Winzo Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",150,Winzo Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/winzo-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/yes-spin.html,game,Yes Spin — Slots App Details and Guide | New Yono Apps,54,"Yes Spin is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same section.",155,Yes Spin — Slots App Details,5,256,no,https://games.newyono-apps.in/games/yes-spin.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/yn-777.html,game,YN 777 — Slots App Details and Guide | New Yono Apps,52,"YN 777 is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same section.",153,YN 777 — Slots App Details,5,256,no,https://games.newyono-apps.in/games/yn-777.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/yn-rummy.html,game,YN Rummy — Rummy App Details and Guide | New Yono Apps,54,"YN Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",147,YN Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/yn-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/yono-777.html,game,Yono 777 — Slots App Details and Guide | New Yono Apps,54,"Yono 777 is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same section.",155,Yono 777 — Slots App Details,5,256,no,https://games.newyono-apps.in/games/yono-777.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/yono-arcade.html,game,Yono Arcade — Arcade App Details and Guide | New Yono Apps,58,"Yono Arcade is a arcade and casual app listed in the Yono directory. Check its category and platform details, and browse related arcade titles in the same.",155,Yono Arcade — Arcade App Details,5,257,no,https://games.newyono-apps.in/games/yono-arcade.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/yono-games.html,game,Yono Games — Arcade App Details and Guide | New Yono Apps,57,"Yono Games is a arcade and casual app listed in the Yono directory. Check its category and platform details, and browse related arcade titles in the same.",154,Yono Games — Arcade App Details,5,257,no,https://games.newyono-apps.in/games/yono-games.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/yono-rummy.html,game,Yono Rummy — Rummy App Details and Guide | New Yono Apps,56,"Yono Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",149,Yono Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/yono-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/yono-slots.html,game,Yono Slots — Slots App Details and Guide | New Yono Apps,56,"Yono Slots is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",149,Yono Slots — Slots App Details,5,256,no,https://games.newyono-apps.in/games/yono-slots.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/yono-vip.html,game,Yono VIP — Teen Patti App Details and Guide | New Yono Apps,59,"Yono VIP is a teen patti and vip club app listed in the Yono directory. See its category and platform details, plus related teen patti titles here.",147,Yono VIP — Teen Patti App Details,5,277,no,https://games.newyono-apps.in/games/yono-vip.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/yoyo-slots.html,game,YoYo Slots — Slots App Details and Guide | New Yono Apps,56,"YoYo Slots is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",149,YoYo Slots — Slots App Details,5,256,no,https://games.newyono-apps.in/games/yoyo-slots.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/,home,Yono Games List — 90 Apps by Category | New Yono Apps,53,"An independent directory of 90 Yono game apps sorted into 7 categories, from rummy and slots to Teen Patti, arcade and bingo. Browse the full list.",147,"Every Yono game, in one directory",5,404,yes,https://games.newyono-apps.in/,20,0,0,Organization+WebSite,complete,no
/pages/about.html,legal/info,About | New Yono Apps,21,"About New Yono Apps, an independent directory of Yono game apps.",64,About,4,236,yes,https://games.newyono-apps.in/pages/about.html,20,0,0,BreadcrumbList,complete,yes
/pages/contact.html,legal/info,Contact | New Yono Apps,23,Contact New Yono Apps.,22,Contact,4,210,no,https://games.newyono-apps.in/pages/contact.html,20,0,0,BreadcrumbList,structure only - copy pending,yes
/pages/disclaimer.html,legal/info,Disclaimer | New Yono Apps,26,Disclaimer for New Yono Apps.,29,Disclaimer,4,266,yes,https://games.newyono-apps.in/pages/disclaimer.html,20,0,0,BreadcrumbList,complete,yes
/pages/privacy-policy.html,legal/info,Privacy Policy | New Yono Apps,30,Privacy policy for New Yono Apps.,33,Privacy Policy,4,196,no,https://games.newyono-apps.in/pages/privacy-policy.html,20,0,0,BreadcrumbList,structure only - copy pending,yes
/pages/responsible-gaming.html,legal/info,Responsible Gaming | New Yono Apps,34,Responsible gaming guidance and support resources.,50,Responsible Gaming,4,263,yes,https://games.newyono-apps.in/pages/responsible-gaming.html,20,0,0,BreadcrumbList,complete,yes
/pages/terms.html,legal/info,Terms &amp; Conditions | New Yono Apps,38,Terms and conditions for using New Yono Apps.,45,Terms &amp; Conditions,4,199,no,https://games.newyono-apps.in/pages/terms.html,20,0,0,BreadcrumbList,structure only - copy pending,yes
